@relation relation_name
@attribute aa_000 real
@attribute ab_000 real
@attribute ac_000 real
@attribute ad_000 real
@attribute ae_000 real
@attribute af_000 real
@attribute ag_000 real
@attribute ag_001 real
@attribute ag_002 real
@attribute ag_003 real
@attribute ag_004 real
@attribute ag_005 real
@attribute ag_006 real
@attribute ag_007 real
@attribute ag_008 real
@attribute ag_009 real
@attribute ah_000 real
@attribute ai_000 real
@attribute aj_000 real
@attribute ak_000 real
@attribute al_000 real
@attribute am_0 real
@attribute an_000 real
@attribute ao_000 real
@attribute ap_000 real
@attribute aq_000 real
@attribute ar_000 real
@attribute as_000 real
@attribute at_000 real
@attribute au_000 real
@attribute av_000 real
@attribute ax_000 real
@attribute ay_000 real
@attribute ay_001 real
@attribute ay_002 real
@attribute ay_003 real
@attribute ay_004 real
@attribute ay_005 real
@attribute ay_006 real
@attribute ay_007 real
@attribute ay_008 real
@attribute ay_009 real
@attribute az_000 real
@attribute az_001 real
@attribute az_002 real
@attribute az_003 real
@attribute az_004 real
@attribute az_005 real
@attribute az_006 real
@attribute az_007 real
@attribute az_008 real
@attribute az_009 real
@attribute ba_000 real
@attribute ba_001 real
@attribute ba_002 real
@attribute ba_003 real
@attribute ba_004 real
@attribute ba_005 real
@attribute ba_006 real
@attribute ba_007 real
@attribute ba_008 real
@attribute ba_009 real
@attribute bb_000 real
@attribute bc_000 real
@attribute bd_000 real
@attribute be_000 real
@attribute bf_000 real
@attribute bg_000 real
@attribute bh_000 real
@attribute bi_000 real
@attribute bj_000 real
@attribute bk_000 real
@attribute bl_000 real
@attribute bm_000 real
@attribute bn_000 real
@attribute bo_000 real
@attribute bp_000 real
@attribute bq_000 real
@attribute br_000 real
@attribute bs_000 real
@attribute bt_000 real
@attribute bu_000 real
@attribute bv_000 real
@attribute bx_000 real
@attribute by_000 real
@attribute bz_000 real
@attribute ca_000 real
@attribute cb_000 real
@attribute cc_000 real
@attribute cd_000 real
@attribute ce_000 real
@attribute cf_000 real
@attribute cg_000 real
@attribute ch_000 real
@attribute ci_000 real
@attribute cj_000 real
@attribute ck_000 real
@attribute cl_000 real
@attribute cm_000 real
@attribute cn_000 real
@attribute cn_001 real
@attribute cn_002 real
@attribute cn_003 real
@attribute cn_004 real
@attribute cn_005 real
@attribute cn_006 real
@attribute cn_007 real
@attribute cn_008 real
@attribute cn_009 real
@attribute co_000 real
@attribute cp_000 real
@attribute cq_000 real
@attribute cr_000 real
@attribute cs_000 real
@attribute cs_001 real
@attribute cs_002 real
@attribute cs_003 real
@attribute cs_004 real
@attribute cs_005 real
@attribute cs_006 real
@attribute cs_007 real
@attribute cs_008 real
@attribute cs_009 real
@attribute ct_000 real
@attribute cu_000 real
@attribute cv_000 real
@attribute cx_000 real
@attribute cy_000 real
@attribute cz_000 real
@attribute da_000 real
@attribute db_000 real
@attribute dc_000 real
@attribute dd_000 real
@attribute de_000 real
@attribute df_000 real
@attribute dg_000 real
@attribute dh_000 real
@attribute di_000 real
@attribute dj_000 real
@attribute dk_000 real
@attribute dl_000 real
@attribute dm_000 real
@attribute dn_000 real
@attribute do_000 real
@attribute dp_000 real
@attribute dq_000 real
@attribute dr_000 real
@attribute ds_000 real
@attribute dt_000 real
@attribute du_000 real
@attribute dv_000 real
@attribute dx_000 real
@attribute dy_000 real
@attribute dz_000 real
@attribute ea_000 real
@attribute eb_000 real
@attribute ec_00 real
@attribute ed_000 real
@attribute ee_000 real
@attribute ee_001 real
@attribute ee_002 real
@attribute ee_003 real
@attribute ee_004 real
@attribute ee_005 real
@attribute ee_006 real
@attribute ee_007 real
@attribute ee_008 real
@attribute ee_009 real
@attribute ef_000 real
@attribute eg_000 real
@attribute class {0.0,1.0}
@data
36598.0,0.0,242.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,98310.0,730666.0,1435828.0,258522.0,7952.0,24.0,1130530.0,0.0,0.0,0.0,3016.0,5402.0,2436638.0,2227364.0,513770.0,159342.0,0.0,0.0,0.0,0.0,274.0,114.0,0.0,0.0,0.0,0.0,0.0,104162.0,1292664.0,791364.0,343112.0,0.0,1808.0,978.0,2444.0,20106.0,968870.0,1524280.0,12816.0,0.0,0.0,0.0,739160.0,720662.0,315306.0,255112.0,225198.0,192798.0,81500.0,1566.0,0.0,0.0,2953952.0,150.0,116.0,932.0,12.0,1130530.0,24474.0,378892.0,134342.0,197300.0,244680.0,239140.0,251400.0,270660.0,288320.0,305100.0,320400.0,67280.0,36597.46,2953952.0,2953952.0,2940716.0,14304.0,10926.0,50742.0,529500.0,2531302.0,1209600.0,80576.0,2.0,74.0,0.0,2218584.0,0.0,310953.6,0.0,0.0,0.0,0.0,37634.0,334740.0,1098634.0,968900.0,81308.0,8484.0,1550.0,52.0,0.0,24.0,2953952.0,0.0,3392.0,450.0,48014.0,181468.0,90956.0,1525216.0,651918.0,29392.0,496.0,0.0,362.0,336.0,2039918.0,54932.0,0.0,54602.0,0.0,38.0,2238238.0,1446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12770.0,27808.0,5398.0,0.0,0.0,71538.0,12874.0,497860.0,77808.0,0.0,0.0,0.0,0.0,574130.0,971.94,986.0,329072.0,511240.0,403428.0,191296.0,394316.0,369680.0,191402.0,74690.0,64404.0,1774.0,0.0,0.0,0.0
207044.5595724806,0.0,350.49175354010686,214.30790422928737,0.0,0.0,0.0,72.07948268834434,2687.1736967145916,54872.929921797186,260271.13808661257,3978523.7703495603,7160962.03819422,1834457.34910483,68256.65737356368,1060.1163681940707,8287174.085655059,3311.139566189602,3800.3484759355456,0.0,154927.2607246288,314877.7448129831,12601687.899082094,10554769.83487935,3413665.230579924,1762452.7398188123,0.6322761639328451,0.0,0.0,0.0,1237.3644528165769,155.7506950487907,0.0,0.0,0.0,0.0,0.0,152.0855086885694,5603733.706932634,5758606.049022712,1998671.411114146,0.0,12160.82449127467,10636.47482022485,20545.897457138464,42975.60316477609,5755899.185190096,7518819.491460508,120.40827032789784,5.367723836067155,0.0,0.0,6048718.676058672,2316412.5559837096,968082.2683494223,712359.2834606906,561105.1588158042,494556.7023257243,519211.9129970521,930884.6167078558,649684.7251371812,160147.35274206792,16173906.241862975,415.143302818989,553.9714802941917,1908.6013662295768,428.47170049192715,8287174.085655059,286146.1642584445,1017832.714510405,2388347.1443451587,263762.2234511186,255181.50913900102,292845.6843081886,232134.8933809713,213357.2737098112,205107.10513309148,219961.88629767916,229370.81432521422,152872.05902620932,207044.8849076842,16173906.241862975,16173906.241862975,13797722.072517643,78655.33691475942,204232.71411383024,52110.88038600087,790027.5794137772,13361163.25257818,1209600.0,111727.41334135993,1.7892412786890517,123.76996816373992,0.0,11840370.42559741,518164.78282159753,3255206.1403691145,123.7153694095266,277.5604045567029,496.33678868728293,11375.70198275843,81497.56898871635,1328848.5513021483,5455324.648781082,5382251.605538856,996230.2987301017,88918.28144867849,14173.366994331693,2046.892022820275,11.582898262286122,2768.619444230252,16173906.241862975,0.0,12637.80534423186,2550.020883410266,1175441.1264228646,1729759.020918909,1114582.7919906215,7675631.2693455275,1626213.222352216,24339.04911400717,8.946206393445259,0.0,410.8530614093338,280.9506220983533,1796037.7101296913,121024.89696533314,22.761941901582418,231.08470354091088,0.0,0.0,2339050.463536882,19816.857073683394,835.6073670153742,496528.5791236758,695086.478057934,0.0,0.0,0.0,0.0,0.0,0.0,190964.2217130371,173309.22917625975,42099.467674753636,0.0,0.0,580339.9809486729,116231.55527109762,12150773.98899627,2003426.4715732017,0.0,0.0,0.0,0.0,160149853.19637498,877.0257468203492,994.0734566881192,3121094.267159202,2471504.3979985155,1132752.7252111104,561257.4734520377,1157184.8782782732,1246011.714515547,1446443.9095864962,1168569.7068053223,1023887.3427762568,32456.836795419396,0.0,0.0,1.0
16236.0,0.0,152.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.0,176020.0,930336.0,119204.0,1786.0,0.0,1002420.0,0.0,0.0,0.0,0.0,0.0,1918629.0,1643556.0,357281.0,178792.0,0.0,0.0,0.0,0.0,116.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,168202.0,348622.0,94812.0,0.0,2098.0,636.0,1016.0,3570.0,81614.0,527034.0,292.0,0.0,0.0,0.0,679486.0,443641.0,186046.0,134149.0,101874.0,83992.0,70116.0,4470.0,22.0,0.0,2360728.0,16.0,66.0,180.0,2.0,1002718.0,26352.0,179842.0,154404.0,210660.0,222540.0,239140.0,251400.0,270660.0,288320.0,305100.0,320400.0,50540.0,16236.25,2359656.0,2359656.0,2258824.0,12628.0,1036.0,25436.0,278990.0,2108912.0,1209600.0,3409.0,2.0,46.0,0.0,1858641.12,0.0,250267.2,0.0,8.0,0.0,0.0,0.0,34994.0,518462.0,703524.0,96266.0,9976.0,1852.0,24.0,8.0,14.0,2359656.0,0.0,3192.0,360.0,20570.0,121780.0,91080.0,1220860.0,240744.0,6104.0,46.0,0.0,210.0,278.0,1181117.0,44465.0,0.0,202.0,0.0,0.0,1734472.0,1354.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14330.0,10377.0,2532.0,0.0,0.0,47940.0,8316.0,185400.0,30592.0,0.0,0.0,0.0,0.0,622110.0,754.4,832.0,260704.0,346940.0,233796.0,112086.0,221518.0,189988.0,92432.0,41098.0,3812.0,0.0,0.0,0.0,0.0
1774.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,7010.0,76800.0,41752.0,2660.0,0.0,0.0,56658.0,0.0,62.0,0.0,0.0,0.0,125372.0,111150.0,20360.0,8014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9840.0,89468.0,3312.0,25602.0,0.0,400.0,386.0,642.0,584.0,2094.0,124116.0,0.0,0.0,0.0,0.0,47700.0,58784.0,15270.0,5454.0,848.0,96.0,56.0,14.0,0.0,0.0,145796.0,0.0,12.0,60.0,6.0,56658.0,1574.0,6262.0,14040.0,210660.0,222540.0,239140.0,251400.0,270660.0,288320.0,305100.0,320400.0,19800.0,1773.91,145796.0,145796.0,152914.0,424.0,2386.0,14116.0,145060.0,128222.0,1209600.0,0.0,2.0,46.0,0.0,107469.12,0.0,20548.8,4.0,46.0,0.0,0.0,0.0,56198.0,64936.0,5520.0,1126.0,390.0,52.0,0.0,8.0,44.0,145796.0,0.0,446.0,42.0,246.0,10944.0,5720.0,42592.0,63458.0,4608.0,166.0,0.0,210.0,278.0,1181117.0,44465.0,0.0,202.0,0.0,0.0,1734472.0,166.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,456.0,92.0,0.0,0.0,2488.0,480.0,370960.0,39510.0,0.0,0.0,0.0,0.0,773940.0,252.5,160.0,21664.0,19878.0,9464.0,9450.0,65936.0,1812.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
39184.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,8214.0,1448798.0,1779242.0,277322.0,15856.0,0.0,1002420.0,0.0,0.0,0.0,0.0,0.0,1918629.0,1643556.0,357281.0,178792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289902.0,2238380.0,0.0,1150.0,0.0,3652.0,686.0,1250.0,113384.0,2685562.0,723918.0,980.0,0.0,0.0,0.0,1343398.0,901492.0,238398.0,170426.0,157536.0,272676.0,445506.0,0.0,0.0,0.0,2360728.0,290.0,458.0,2082.0,0.0,1002718.0,26352.0,179842.0,154404.0,210660.0,222540.0,239140.0,251400.0,270660.0,288320.0,305100.0,320400.0,50540.0,39184.32,2359656.0,2359656.0,3690856.0,19983.0,310082.0,25436.0,278990.0,3529432.0,1209600.0,0.0,2.0,46.0,0.0,3025751.04,0.0,498584.64,0.0,0.0,0.0,0.0,800.0,296834.0,1298178.0,1453330.0,425806.0,43678.0,9158.0,1648.0,8.0,0.0,2359656.0,0.0,7392.0,1056.0,86344.0,362482.0,131528.0,1452392.0,1431016.0,56726.0,496.0,0.0,210.0,278.0,1181117.0,44465.0,0.0,202.0,0.0,0.0,1734472.0,3988.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20310.0,0.0,0.0,303200.0,1770.74,1928.0,529730.0,1460846.0,496718.0,168234.0,286874.0,196918.0,125266.0,90750.0,169488.0,4608.0,0.0,0.0,0.0
528790.3082168752,0.0,4912.3624496646935,143.7975269937566,0.0,0.0,0.0,3713.3268820545054,344501.6450104343,3578615.7418171177,11097633.846820833,9270538.354452522,9595506.473263988,4654078.678127315,316946.8501414346,18664.695616850397,16832087.99151858,44282.10765178091,0.0,0.0,1163649.6154763163,1604703.5801397292,29688084.84052077,24569775.944069028,9172118.618904838,5630288.872572805,0.0,0.0,81995.08930696244,0.0,19596.699395513944,4739.925809812698,0.0,0.0,0.0,0.0,0.0,7963.758929444835,3716085.5805408563,21108672.655584294,14016624.33278235,30853.28429560522,35209.28980197777,36291.36005332109,129644.91791710781,5789178.030016692,19895925.959651835,12993945.682203185,4.372488431247165,0.0,0.0,0.0,10698872.032144517,10378232.845666394,4112535.1532668117,3056851.599245998,2252989.6110996907,1729861.8540681463,1655295.9731331235,2855920.3002918456,1734298.289224972,405341.95399105124,40027628.68696846,8433.78900569939,19309.514633731036,7349.751151869645,263.7743444373393,16832087.99151858,586838.7216812973,2988186.6790390224,6161009.6276300065,254926.26772855213,288001.12084062153,244023.30795870294,289182.2801686679,308480.62633948564,341766.3835912779,372773.3388587669,357470.0772251317,59290.796114639976,528790.962223829,40027628.68696846,40027628.68696846,39762992.332755536,275939.76573804714,280707.7162671472,97476.47830237911,175321.445816885,38880199.61213255,1209600.0,1123209.8983451442,0.7287480718745274,105.74884062189722,0.0,29947951.69113724,2656321.7872801833,6245338.732519718,539.0108175252004,2888.2843807010736,22150.293595658233,1037008.5053452167,5520751.689555363,11188556.534326851,8585760.064060133,8858539.087006062,3361034.7103247736,258874.57621284708,42948.342562345846,4575.809143300157,286.4041722594785,5930.812233306552,40027628.68696846,0.0,21681.554908932576,5561.871727192335,5661446.286669552,2795000.7591961008,13602659.979965907,16303720.857296273,484406.9012563048,5721.401112286914,0.0,0.0,3154.367865935751,8820.292922017996,12456215.530553864,1834278.8195961774,730.2055680182764,157765.67394387582,0.0,0.0,13508994.702685148,25141.064156426386,3913.3292033135303,1272090.9543980353,2945849.2105104513,0.0,0.0,0.0,0.0,0.0,0.0,389214.760449038,278890.77366579144,59837.04634008464,111631204.64830576,16445844.095557306,1131858.852135206,188441.18629927764,3298927.214881984,949763.978630842,31588229.127740942,642901.7726725541,0.0,0.0,56596690.00129383,10716.311943885597,10407.497701266348,9083208.54959371,5966863.148709813,4733839.345719546,2128762.325579825,4144101.5174927143,3942308.832810046,5487041.693017737,2360103.661044769,980410.4698739008,53560.068290490264,0.0,0.0,1.0
821328.4130544653,0.0,59.30452459364815,121.66281147083681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21693196.079845756,12477.197220842487,3.717590167854169,0.0,2303129.044310272,4098970.9405704923,36421370.58072291,31707906.539829634,21932769.820579678,5851548.776162822,0.0,0.0,0.0,0.0,363.1879344169383,83.38040163869097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60662416.43904723,1126.41454913859,1545.265295026365,855.9045081713156,0.06884426236766972,21693196.079845756,673260.9780095326,12416595.214733,9501977.14995303,541669.7052400918,507439.8373738437,467851.988686302,567455.2418864429,581262.3636829811,568571.3799145232,447174.67377120315,496463.2499156744,25997.268200008082,821328.7879263095,60662416.43904723,60662416.43904723,251.1050245892203,0.0,11555.005302883303,63999.248924780004,75663.20263465779,0.0,1209600.0,117.34504520569317,1.9311557376323303,44.4165819655436,0.0,40638880.17161527,0.0,8807285.920988275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724622950529321,0.48190983657368847,60662416.43904723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.77135245139468,268.4306475308939,1140460.4356825426,42934.41993691078,0.0,195.04672950086535,0.0,0.0,1674767.7772813116,3980.371803179969,364.15175409008566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436136.58268458396,14153.375044940021,3287.081893414241,0.0,0.0,74450.90596621663,10984.85722940788,2677614.414086651,318815.0626858877,0.0,0.0,0.0,0.0,6120390.402621201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,1420.0,2484.0,0.0,0.0,0.0,1722.0,0.0,0.0,0.0,556.0,2088.0,8438.0,7050.0,15200.0,224.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5784.0,0.0,70.0,6.0,18.0,44.0,1138.0,4508.0,0.0,0.0,0.0,0.0,4458.0,528.0,166.0,138.0,24.0,22.0,374.0,74.0,0.0,0.0,24220.0,0.0,4.0,2.0,0.0,1722.0,126.0,13652.0,1530.0,210660.0,222540.0,239140.0,251400.0,270660.0,288320.0,305100.0,320400.0,15040.0,8.19,24220.0,24220.0,25756.0,21.0,50.0,2322.0,24020.0,5784.0,1209600.0,286.0,4.0,6.0,0.0,1442.88,149.76,3240.0,0.0,10.0,0.0,0.0,1614.0,1312.0,1968.0,506.0,384.0,0.0,0.0,0.0,2.0,6.0,24220.0,0.0,994.0,12.0,16.0,12.0,310.0,1150.0,2908.0,314.0,68.0,0.0,0.0,6.0,1640.0,108.0,0.0,0.0,0.0,0.0,1722.0,54.0,76.0,0.0,0.0,20.0,150.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,38.0,10.0,3700.0,750.0,4784.0,4.0,0.0,0.0,0.0,51.62,38.0,4484.0,1144.0,42.0,8.0,16.0,20.0,32.0,38.0,0.0,0.0,0.0,0.0,0.0
572722.5787664065,0.0,152.0,126.0,0.0,0.0,0.0,579.5260354581426,41050.07546277775,857678.7317071462,6370933.1695671575,19048433.025966972,17241280.146868587,2629407.5987184425,94338.28925729716,5643.594832211003,19255847.892296795,24353.450542293216,9557.151262050374,0.0,616977.1107580338,1324259.4552630808,36215316.05318429,31292654.162676558,10562757.490116348,5238521.137612943,0.0,0.0,43405.933743728114,0.0,116.0,66.0,14654425.778249199,692516.7434150311,2213319.92166294,1047875.8357600531,1964279.4707535359,1553243.2042537013,8526802.191797545,15558199.866256036,78677.37085409526,0.0,1190574.8127243519,142551.90063078576,1208000.4872360462,4181827.720136919,14095786.62286391,24465562.210463744,912470.9183643289,24679.993034346247,15486.747866119224,52398.969681586714,19079463.870085612,9769023.985494893,4722154.244596434,3558157.2801135727,2993520.6897784886,2746955.2648362857,2366478.222066822,1024772.3647808493,28735.17755703195,79.28369214736804,47400272.37396878,16.0,66.0,180.0,2.0,19255847.892296795,491620.5130790052,3948636.3356102123,6570743.632596223,316998.8144915091,244975.85495441675,289700.0378681312,269651.6111563065,295532.8257607869,245688.1977222361,319140.614228792,222556.33525496745,289535.2251788671,572721.9064141717,47400272.37396878,47400272.37396878,47418888.01419069,253522.51431237964,1036.0,25436.0,1091388.5373199296,46289359.260071695,1209600.0,3409.0,2.0,46.0,0.0,38923322.65732581,0.0,7347003.157806168,0.0,0.44917217644113894,875.8960275328279,197136.2866647566,1784554.7415562547,10560529.66573038,22426337.59089369,10190701.773120543,984363.4873768025,127172.69455534963,16857.928124282793,810.3189525443786,8.0,14.0,47400272.37396878,0.0,38944.55348337441,7646.180920431572,2871805.46917673,1784728.0606759286,3163247.2378987013,32829302.342150446,5550330.647949707,43335.55386768597,0.3368791323308542,0.0,210.0,278.0,1181117.0,44465.0,0.0,202.0,0.0,0.0,1734472.0,1354.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318664.13484455744,10377.0,2532.0,0.0,0.0,47940.0,8316.0,185400.0,30592.0,0.0,0.0,0.0,0.0,622110.0,12941.945788102092,15658.050431557824,7533481.828850931,12517420.050932312,8445652.46406406,3502738.0426409785,6285426.182201623,5054774.493431932,1896640.9832426317,605045.7048662867,444655.46022582136,3507.0602525150034,0.0,0.0,1.0
38552.0,0.0,278.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,277620.0,1857688.0,1064856.0,111472.0,3256.0,1348396.0,0.0,0.0,0.0,0.0,0.0,2976676.0,2572220.0,902460.0,296216.0,0.0,0.0,0.0,0.0,1208.0,322.0,0.0,0.0,0.0,0.0,0.0,209512.0,2688886.0,244154.0,172668.0,0.0,8530.0,13204.0,8894.0,63724.0,2406436.0,810364.0,3922.0,142.0,4.0,0.0,1629356.0,574386.0,235258.0,187554.0,151766.0,141720.0,240988.0,154192.0,0.0,0.0,3880170.0,78.0,666.0,488.0,42.0,1348396.0,27934.0,518546.0,379198.0,269980.0,291820.0,270080.0,251400.0,270660.0,288320.0,305100.0,320400.0,59760.0,38553.0,3880170.0,3880170.0,3755114.0,17704.0,4576.0,6576.0,240440.0,3315220.0,1209600.0,96482.0,28.0,86.0,0.0,2648046.72,0.0,650740.8,0.0,0.0,0.0,0.0,0.0,15176.0,713630.0,1603850.0,907434.0,64248.0,10134.0,748.0,2.0,8.0,3880170.0,0.0,6706.0,816.0,38432.0,416028.0,217090.0,2170208.0,452364.0,13452.0,124.0,0.0,454.0,790.0,2273672.0,44630.0,2988.0,666.0,0.0,54.0,2697182.0,2746.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18784.0,50452.0,7752.0,0.0,0.0,92608.0,10824.0,1055060.0,107360.0,3288542.0,41408.0,0.0,0.0,258520.0,1741.78,1954.0,693400.0,778196.0,468770.0,302946.0,681408.0,363676.0,25344.0,1422.0,58.0,0.0,0.0,0.0,0.0
